Recency,Frequency,MonetaryValue,Cluster,Segment
538,6,3358.3999999999996,2,Potential Loyalists
7,1,538.46,2,Potential Loyalists
11,2,460.68,2,Potential Loyalists
114,1,85.13000000000001,0,At-Risk
512,3,918.45,0,At-Risk
288,2,242.84,0,At-Risk
9,20,8162.43,1,Champions
54,2,428.05,2,Potential Loyalists
607,2,1079.1000000000001,0,At-Risk
7,26,10154.39,1,Champions
596,1,158.09,0,At-Risk
77,8,2345.96,2,Potential Loyalists
4,12,2218.8,1,Champions
37,7,1710.08,2,Potential Loyalists
217,2,252.52,0,At-Risk
60,1,437.23,0,At-Risk
278,1,217.2,0,At-Risk
12,36,12112.35,1,Champions
24,1,279.77,0,At-Risk
29,1,473.65000000000003,2,Potential Loyalists
639,1,214.13,0,At-Risk
568,1,1109.4,0,At-Risk
398,2,153.52,0,At-Risk
12,8,1934.3899999999999,1,Champions
352,3,673.3800000000001,0,At-Risk
22,7,2867.0,2,Potential Loyalists
463,2,70.74000000000001,0,At-Risk
50,2,173.16,0,At-Risk
393,2,227.87,0,At-Risk
19,1,186.01,0,At-Risk
3,3,758.29,2,Potential Loyalists
104,10,3586.35,2,Potential Loyalists
7,25,9311.04,1,Champions
12,14,4051.63,1,Champions
5,10,4068.67,1,Champions
32,5,1207.18,2,Potential Loyalists
178,6,1518.7,2,Potential Loyalists
620,1,30.1,0,At-Risk
38,1,940.6700000000001,2,Potential Loyalists
151,5,397.98,2,Potential Loyalists
162,1,127.1,0,At-Risk
69,5,1302.5,2,Potential Loyalists
377,8,1381.19,2,Potential Loyalists
121,38,7794.59,1,Champions
25,3,682.9100000000001,2,Potential Loyalists
376,1,107.86,0,At-Risk
24,6,1277.5,2,Potential Loyalists
177,1,455.3,0,At-Risk
593,3,1139.1,0,At-Risk
50,7,1522.0800000000002,2,Potential Loyalists
678,1,579.6,0,At-Risk
256,3,478.53000000000003,0,At-Risk
382,5,1496.6,2,Potential Loyalists
583,3,217.9,0,At-Risk
47,1,388.58,0,At-Risk
71,1,199.8,0,At-Risk
16,5,1771.78,2,Potential Loyalists
488,1,357.6,0,At-Risk
101,9,3130.04,2,Potential Loyalists
35,2,563.37,2,Potential Loyalists
53,2,548.02,2,Potential Loyalists
27,3,1250.06,2,Potential Loyalists
428,4,1199.31,2,Potential Loyalists
11,30,14960.12,1,Champions
8,16,3230.51,1,Champions
79,2,88.48,0,At-Risk
52,1,216.39,0,At-Risk
36,9,1936.8,2,Potential Loyalists
61,17,5230.99,1,Champions
337,9,1708.97,2,Potential Loyalists
28,5,1785.98,2,Potential Loyalists
184,1,298.48,0,At-Risk
52,1,112.46000000000001,0,At-Risk
10,26,2997.28,1,Champions
36,2,195.15,0,At-Risk
610,1,433.71999999999997,0,At-Risk
438,4,3147.36,2,Potential Loyalists
10,47,21373.97,1,Champions
438,1,317.11,0,At-Risk
396,3,828.5500000000001,0,At-Risk
33,4,776.851,2,Potential Loyalists
11,1,336.40000000000003,2,Potential Loyalists
57,4,1942.36,2,Potential Loyalists
4,4,1293.03,2,Potential Loyalists
43,17,7852.61,1,Champions
141,8,2437.05,2,Potential Loyalists
117,4,588.13,2,Potential Loyalists
104,9,3236.4,2,Potential Loyalists
75,3,1067.52,2,Potential Loyalists
457,2,566.9,0,At-Risk
5,17,5652.26,1,Champions
450,4,2240.9,2,Potential Loyalists
45,3,1481.4,2,Potential Loyalists
642,1,596.67,0,At-Risk
16,8,3285.31,1,Champions
509,13,4352.46,2,Potential Loyalists
17,2,554.65,2,Potential Loyalists
396,1,100.35,0,At-Risk
90,4,1444.58,2,Potential Loyalists
53,5,797.59,2,Potential Loyalists
379,6,2265.2,2,Potential Loyalists
134,3,1065.08,2,Potential Loyalists
4,29,23957.58,1,Champions
105,12,5345.55,1,Champions
730,1,105.78000000000002,0,At-Risk
192,3,664.0,0,At-Risk
166,4,813.0,2,Potential Loyalists
19,3,1055.17,2,Potential Loyalists
158,5,974.61,2,Potential Loyalists
415,1,169.0,0,At-Risk
204,2,657.35,0,At-Risk
336,4,2170.35,2,Potential Loyalists
522,2,553.88,0,At-Risk
37,5,1259.06,2,Potential Loyalists
91,5,1420.34,2,Potential Loyalists
93,2,877.4399999999999,2,Potential Loyalists
9,2,922.53,2,Potential Loyalists
243,1,560.67,0,At-Risk
45,4,748.5,2,Potential Loyalists
23,1,30.0,0,At-Risk
190,8,2423.4700000000003,2,Potential Loyalists
44,3,532.49,2,Potential Loyalists
25,15,2812.99,1,Champions
317,8,1215.95,2,Potential Loyalists
661,2,283.73,0,At-Risk
106,1,138.14,0,At-Risk
51,4,1254.03,2,Potential Loyalists
168,5,4015.12,2,Potential Loyalists
472,2,632.9399999999999,0,At-Risk
40,1,301.32,0,At-Risk
218,1,76.32000000000001,0,At-Risk
40,4,684.34,2,Potential Loyalists
297,2,325.2,0,At-Risk
19,7,2657.13,2,Potential Loyalists
725,1,45.300000000000004,0,At-Risk
88,9,6414.79,1,Champions
73,13,6948.2300000000005,1,Champions
81,4,542.04,2,Potential Loyalists
19,3,3435.76,2,Potential Loyalists
49,3,1305.63,2,Potential Loyalists
53,3,1893.89,2,Potential Loyalists
24,4,781.28,2,Potential Loyalists
9,10,4507.58,1,Champions
25,14,2989.7,1,Champions
599,2,318.24,0,At-Risk
117,2,524.54,0,At-Risk
547,3,173.95,0,At-Risk
450,1,55.980000000000004,0,At-Risk
420,1,90.0,0,At-Risk
9,9,2993.1,1,Champions
419,1,190.57,0,At-Risk
120,3,521.03,2,Potential Loyalists
4,2,239.76,2,Potential Loyalists
252,4,571.3,0,At-Risk
28,1,191.04,0,At-Risk
659,1,37.5,0,At-Risk
1,24,10810.81,1,Champions
267,4,1131.04,2,Potential Loyalists
33,13,3906.57,1,Champions
690,1,246.75,0,At-Risk
624,1,46.2,0,At-Risk
18,1,309.65,2,Potential Loyalists
172,2,696.68,0,At-Risk
2,4,1542.14,2,Potential Loyalists
476,2,140.39000000000001,0,At-Risk
265,1,211.5,0,At-Risk
140,6,3817.96,2,Potential Loyalists
201,1,143.1,0,At-Risk
64,4,1060.56,2,Potential Loyalists
35,4,945.58,2,Potential Loyalists
41,9,4378.72,1,Champions
284,2,327.85,0,At-Risk
417,1,898.87,0,At-Risk
557,2,420.25,0,At-Risk
9,12,3472.4100000000003,1,Champions
143,4,1010.79,2,Potential Loyalists
12,5,784.8100000000001,2,Potential Loyalists
556,5,658.02,0,At-Risk
146,11,3056.81,2,Potential Loyalists
234,5,607.0,2,Potential Loyalists
540,1,293.79,0,At-Risk
33,31,10223.06,1,Champions
24,2,741.92,2,Potential Loyalists
12,1,507.08,2,Potential Loyalists
36,11,5258.1,1,Champions
365,4,947.65,0,At-Risk
201,3,310.85,0,At-Risk
15,1,415.25,2,Potential Loyalists
390,1,321.91,0,At-Risk
17,15,9445.51,1,Champions
380,2,544.6,0,At-Risk
213,3,192.55,0,At-Risk
66,5,1726.58,2,Potential Loyalists
554,1,125.3,0,At-Risk
212,10,1682.07,2,Potential Loyalists
283,1,162.3,0,At-Risk
115,4,2263.3,2,Potential Loyalists
421,1,327.68,0,At-Risk
435,2,1815.72,0,At-Risk
15,8,1205.1200000000001,2,Potential Loyalists
19,41,13372.970000000001,1,Champions
66,1,449.12,0,At-Risk
49,1,154.88,0,At-Risk
458,2,208.62,0,At-Risk
619,1,156.87,0,At-Risk
16,4,784.46,2,Potential Loyalists
78,1,34.8,0,At-Risk
19,4,1094.59,2,Potential Loyalists
134,1,196.88,0,At-Risk
13,9,2562.61,1,Champions
40,3,614.7600000000001,2,Potential Loyalists
235,3,44534.3,2,Potential Loyalists
3,18,6797.191,1,Champions
461,11,1380.44,2,Potential Loyalists
40,9,4207.54,1,Champions
305,1,79.2,0,At-Risk
51,9,3037.61,2,Potential Loyalists
10,17,5993.12,1,Champions
61,4,532.96,2,Potential Loyalists
66,6,2940.36,2,Potential Loyalists
25,1,205.25,0,At-Risk
218,7,830.9300000000001,2,Potential Loyalists
631,2,13916.34,2,Potential Loyalists
443,1,143.05,0,At-Risk
65,2,583.75,2,Potential Loyalists
32,2,1086.92,2,Potential Loyalists
88,8,4503.08,2,Potential Loyalists
667,1,370.63,0,At-Risk
64,3,831.06,2,Potential Loyalists
116,34,15601.09,1,Champions
7,46,88704.32,1,Champions
613,1,321.45,0,At-Risk
604,3,1006.54,0,At-Risk
418,1,280.88,0,At-Risk
6,2,774.52,2,Potential Loyalists
69,6,1329.94,2,Potential Loyalists
245,2,150.5,0,At-Risk
133,1,241.62,0,At-Risk
241,7,1762.61,2,Potential Loyalists
431,1,307.95,0,At-Risk
463,2,124.08000000000001,0,At-Risk
184,3,475.28000000000003,0,At-Risk
25,3,345.46,2,Potential Loyalists
10,4,4014.1,2,Potential Loyalists
11,1,246.3,2,Potential Loyalists
468,2,848.3299999999999,0,At-Risk
33,16,5969.93,1,Champions
46,5,8514.82,2,Potential Loyalists
26,3,948.05,2,Potential Loyalists
509,1,221.82999999999998,0,At-Risk
358,6,1962.01,2,Potential Loyalists
10,1,220.85,2,Potential Loyalists
44,5,3608.34,2,Potential Loyalists
400,2,933.84,0,At-Risk
15,8,2399.57,1,Champions
736,2,777.0,0,At-Risk
150,8,1979.8700000000001,2,Potential Loyalists
1,17,5175.83,1,Champions
113,6,2821.08,2,Potential Loyalists
493,3,1535.37,0,At-Risk
76,4,1424.29,2,Potential Loyalists
107,7,1242.58,2,Potential Loyalists
46,3,1063.95,2,Potential Loyalists
143,1,451.42,0,At-Risk
51,4,1929.66,2,Potential Loyalists
1,13,4206.39,1,Champions
23,30,10189.23,1,Champions
46,3,784.58,2,Potential Loyalists
50,5,1817.52,2,Potential Loyalists
306,21,18409.93,1,Champions
36,7,1274.44,2,Potential Loyalists
79,8,2999.04,2,Potential Loyalists
22,7,3890.52,1,Champions
107,12,5201.47,1,Champions
208,2,1303.9099999999999,2,Potential Loyalists
17,6,2634.44,2,Potential Loyalists
64,5,2100.6,2,Potential Loyalists
542,2,144.14999999999998,0,At-Risk
421,3,2766.4,2,Potential Loyalists
588,1,340.5,0,At-Risk
49,10,3934.79,1,Champions
320,1,206.98,0,At-Risk
44,2,570.96,2,Potential Loyalists
3,6,1840.06,1,Champions
372,3,3897.17,2,Potential Loyalists
453,2,890.94,0,At-Risk
172,1,532.94,0,At-Risk
56,4,2598.28,2,Potential Loyalists
73,28,3794.07,1,Champions
375,1,1108.82,0,At-Risk
99,2,636.14,2,Potential Loyalists
38,1,576.0,2,Potential Loyalists
58,3,801.76,2,Potential Loyalists
254,1,836.79,0,At-Risk
738,1,80.4,0,At-Risk
70,7,3772.9900000000002,2,Potential Loyalists
44,4,954.09,2,Potential Loyalists
50,1,137.37,0,At-Risk
65,2,777.01,2,Potential Loyalists
11,34,74163.0,1,Champions
33,3,1048.49,2,Potential Loyalists
59,2,355.56,0,At-Risk
73,9,2742.41,2,Potential Loyalists
393,2,548.8,0,At-Risk
304,1,118.95000000000002,0,At-Risk
46,1,130.73999999999998,0,At-Risk
18,11,4426.28,1,Champions
385,1,107.01,0,At-Risk
38,5,822.57,2,Potential Loyalists
622,1,139.94,0,At-Risk
19,6,1058.72,2,Potential Loyalists
527,1,109.73,0,At-Risk
187,3,257.26,0,At-Risk
52,1,110.8,0,At-Risk
4,21,5583.81,1,Champions
137,6,1052.72,2,Potential Loyalists
4,52,34220.340000000004,1,Champions
19,2,570.48,2,Potential Loyalists
16,13,3960.37,1,Champions
432,1,438.46,0,At-Risk
41,17,2505.21,1,Champions
12,12,4401.79,1,Champions
8,13,2928.29,1,Champions
26,5,358.7,2,Potential Loyalists
22,7,2180.76,2,Potential Loyalists
41,5,2248.92,2,Potential Loyalists
101,1,230.53,0,At-Risk
5,31,9063.95,1,Champions
583,1,94.53,0,At-Risk
277,3,323.65999999999997,0,At-Risk
33,4,862.61,2,Potential Loyalists
437,1,33.099999999999994,0,At-Risk
15,4,795.68,2,Potential Loyalists
500,4,313.91999999999996,0,At-Risk
64,21,11284.76,1,Champions
646,1,111.72,0,At-Risk
409,2,1449.1399999999999,0,At-Risk
2,2,493.28,2,Potential Loyalists
562,2,330.77,0,At-Risk
404,4,1157.3,2,Potential Loyalists
369,1,686.5600000000001,0,At-Risk
312,5,501.39000000000004,0,At-Risk
199,8,1495.98,2,Potential Loyalists
2,2,396.48,2,Potential Loyalists
432,2,249.70000000000002,0,At-Risk
93,15,1951.82,1,Champions
60,4,1052.8700000000001,2,Potential Loyalists
407,3,1027.15,0,At-Risk
81,3,429.16,2,Potential Loyalists
157,8,1806.28,2,Potential Loyalists
395,5,535.65,0,At-Risk
227,1,524.52,0,At-Risk
669,1,128.2,0,At-Risk
482,1,305.28000000000003,0,At-Risk
253,2,420.29,0,At-Risk
150,1,179.17,0,At-Risk
194,2,222.05,0,At-Risk
1,25,5596.31,1,Champions
369,1,112.5,0,At-Risk
24,4,900.4,2,Potential Loyalists
17,7,703.22,2,Potential Loyalists
380,1,145.01,0,At-Risk
10,12,8939.84,1,Champions
8,1,164.68,2,Potential Loyalists
543,1,114.69,0,At-Risk
20,10,2555.64,1,Champions
4,3,967.45,2,Potential Loyalists
491,2,764.57,0,At-Risk
174,1,191.94,0,At-Risk
1,15,2681.8,1,Champions
624,8,1702.34,2,Potential Loyalists
178,9,1074.7,2,Potential Loyalists
534,1,6.300000000000001,0,At-Risk
378,2,205.99,0,At-Risk
402,1,429.21,0,At-Risk
16,13,3427.17,1,Champions
248,5,560.63,2,Potential Loyalists
191,3,582.88,0,At-Risk
20,2,910.61,2,Potential Loyalists
154,9,571.64,2,Potential Loyalists
173,4,802.11,2,Potential Loyalists
373,1,739.0,0,At-Risk
373,1,254.16,0,At-Risk
731,1,102.82,0,At-Risk
194,1,207.15,0,At-Risk
542,1,134.44,0,At-Risk
647,1,123.39,0,At-Risk
656,1,293.53,0,At-Risk
644,1,594.0,0,At-Risk
67,1,426.63,0,At-Risk
428,1,239.9,0,At-Risk
4,8,2495.87,1,Champions
21,3,1107.46,2,Potential Loyalists
418,2,2190.66,0,At-Risk
239,2,416.86,0,At-Risk
379,2,282.79,0,At-Risk
64,1,145.35,0,At-Risk
112,9,734.81,2,Potential Loyalists
90,16,9060.39,1,Champions
311,1,35.8,0,At-Risk
637,1,405.0,0,At-Risk
134,1,337.44,0,At-Risk
650,2,271.28999999999996,0,At-Risk
277,4,2164.24,2,Potential Loyalists
365,4,827.27,0,At-Risk
503,3,2304.18,2,Potential Loyalists
83,1,1708.24,2,Potential Loyalists
8,3,1509.0900000000001,2,Potential Loyalists
17,2,364.72,2,Potential Loyalists
32,10,7180.71,1,Champions
9,3,1013.17,2,Potential Loyalists
34,4,806.57,2,Potential Loyalists
15,18,3669.5499999999997,1,Champions
589,1,190.75,0,At-Risk
24,22,8658.36,1,Champions
551,2,617.6,0,At-Risk
32,3,930.1,2,Potential Loyalists
74,4,492.99,2,Potential Loyalists
682,3,579.49,0,At-Risk
374,4,410.95,0,At-Risk
379,1,451.28999999999996,0,At-Risk
449,1,295.83,0,At-Risk
20,2,470.76,2,Potential Loyalists
663,1,272.96000000000004,0,At-Risk
17,13,3013.09,1,Champions
451,1,426.53000000000003,0,At-Risk
23,12,3041.6,1,Champions
388,1,418.05,0,At-Risk
3,5,1127.05,2,Potential Loyalists
304,2,1017.32,0,At-Risk
18,18,5902.83,1,Champions
456,5,1810.27,2,Potential Loyalists
367,3,988.44,0,At-Risk
39,7,3442.15,2,Potential Loyalists
84,1,371.01,0,At-Risk
165,6,1746.6399999999999,2,Potential Loyalists
17,2,1054.73,2,Potential Loyalists
77,3,3279.42,2,Potential Loyalists
603,1,329.22,0,At-Risk
89,7,6593.68,2,Potential Loyalists
25,21,9362.77,1,Champions
605,1,324.51,0,At-Risk
22,8,3958.8199999999997,1,Champions
3,30,8759.32,1,Champions
123,7,2715.28,2,Potential Loyalists
30,2,354.42,2,Potential Loyalists
12,8,1682.13,2,Potential Loyalists
19,3,770.09,2,Potential Loyalists
376,2,372.51,0,At-Risk
44,7,2010.05,2,Potential Loyalists
534,1,150.55,0,At-Risk
4,3,896.6,2,Potential Loyalists
9,7,2797.57,1,Champions
55,3,1202.18,2,Potential Loyalists
414,1,696.19,0,At-Risk
88,7,1686.9,2,Potential Loyalists
37,16,8308.34,1,Champions
736,1,20.4,0,At-Risk
3,3,12393.7,1,Champions
381,1,583.39,0,At-Risk
625,1,169.21,0,At-Risk
30,10,5613.83,1,Champions
475,5,2146.39,2,Potential Loyalists
12,10,2436.22,1,Champions
211,2,347.17,0,At-Risk
48,7,3075.14,2,Potential Loyalists
24,15,5384.13,1,Champions
22,4,992.71,2,Potential Loyalists
246,11,1724.06,2,Potential Loyalists
8,29,5880.46,1,Champions
35,5,2989.79,2,Potential Loyalists
4,84,57446.44,1,Champions
38,5,1130.27,2,Potential Loyalists
4,3,705.39,2,Potential Loyalists
3,11,2533.94,1,Champions
47,5,1553.83,2,Potential Loyalists
39,4,698.13,2,Potential Loyalists
47,27,17465.85,1,Champions
17,3,851.01,2,Potential Loyalists
395,2,532.25,0,At-Risk
260,1,628.28,0,At-Risk
46,3,719.81,2,Potential Loyalists
12,3,484.2,2,Potential Loyalists
30,1,439.65999999999997,2,Potential Loyalists
43,1,236.09,0,At-Risk
92,15,2048.36,1,Champions
596,1,82.2,0,At-Risk
39,107,122209.14,1,Champions
310,1,331.24,0,At-Risk
92,2,548.94,0,At-Risk
456,6,1970.45,2,Potential Loyalists
6,27,10836.13,1,Champions
196,6,928.72,2,Potential Loyalists
560,1,217.73,0,At-Risk
87,4,2556.84,2,Potential Loyalists
270,5,1509.34,2,Potential Loyalists
8,3,471.78000000000003,2,Potential Loyalists
424,2,456.4,0,At-Risk
65,7,2416.9,2,Potential Loyalists
31,3,3166.4,2,Potential Loyalists
22,8,2265.12,2,Potential Loyalists
38,8,1856.5900000000001,2,Potential Loyalists
435,1,340.84000000000003,0,At-Risk
120,8,3434.9300000000003,2,Potential Loyalists
562,1,235.78,0,At-Risk
682,1,107.14,0,At-Risk
373,4,1075.23,2,Potential Loyalists
40,6,1899.68,2,Potential Loyalists
174,3,300.7,0,At-Risk
682,1,188.44,0,At-Risk
54,1,362.06,0,At-Risk
33,6,3634.84,2,Potential Loyalists
145,4,2111.88,2,Potential Loyalists
221,1,134.8,0,At-Risk
45,1,664.85,2,Potential Loyalists
16,10,3854.85,1,Champions
406,1,62.7,0,At-Risk
66,12,3217.77,1,Champions
401,3,541.95,0,At-Risk
431,1,89.65,0,At-Risk
10,8,2863.45,1,Champions
260,1,335.32,0,At-Risk
725,1,111.0,0,At-Risk
365,8,2382.62,2,Potential Loyalists
17,5,1521.87,2,Potential Loyalists
563,3,3395.29,2,Potential Loyalists
594,1,122.93,0,At-Risk
418,1,457.7,0,At-Risk
22,2,852.15,2,Potential Loyalists
45,4,1076.8,2,Potential Loyalists
288,4,4328.89,2,Potential Loyalists
297,1,122.39999999999999,0,At-Risk
390,1,265.25,0,At-Risk
503,2,736.9300000000001,0,At-Risk
3,10,2234.73,1,Champions
626,1,2300.4,0,At-Risk
284,2,362.99,0,At-Risk
17,3,1352.0,2,Potential Loyalists
82,4,602.5600000000001,2,Potential Loyalists
56,8,4460.18,1,Champions
670,1,106.75,0,At-Risk
101,4,2351.42,2,Potential Loyalists
299,1,436.18,0,At-Risk
23,12,2343.53,1,Champions
59,10,2864.9900000000002,2,Potential Loyalists
389,5,1739.92,2,Potential Loyalists
576,2,1437.43,0,At-Risk
386,2,271.44,0,At-Risk
624,1,205.91,0,At-Risk
155,2,315.06,0,At-Risk
115,6,1587.94,2,Potential Loyalists
107,1,17.0,0,At-Risk
12,11,3695.56,1,Champions
456,1,447.05,0,At-Risk
264,4,1584.97,2,Potential Loyalists
240,1,185.04999999999998,0,At-Risk
88,14,4448.1,1,Champions
50,7,1573.2,2,Potential Loyalists
463,1,582.64,0,At-Risk
71,4,3229.16,2,Potential Loyalists
42,3,1842.14,2,Potential Loyalists
7,22,6191.71,1,Champions
62,9,2778.61,2,Potential Loyalists
249,5,2386.19,2,Potential Loyalists
66,1,108.38,0,At-Risk
18,7,3204.1600000000003,1,Champions
85,4,2235.92,2,Potential Loyalists
219,3,939.48,2,Potential Loyalists
45,4,1819.27,2,Potential Loyalists
428,1,562.48,0,At-Risk
143,4,195.73999999999998,0,At-Risk
183,1,161.38,0,At-Risk
171,1,135.75000000000003,0,At-Risk
10,12,2575.14,1,Champions
212,1,612.78,0,At-Risk
190,3,654.4,0,At-Risk
653,1,4376.25,0,At-Risk
8,8,1720.81,1,Champions
59,6,3056.91,2,Potential Loyalists
57,5,1477.09,2,Potential Loyalists
73,6,1001.34,2,Potential Loyalists
52,1,307.78,0,At-Risk
317,4,1772.49,2,Potential Loyalists
367,14,4587.65,1,Champions
29,15,14646.800000000001,1,Champions
39,2,801.31,2,Potential Loyalists
18,11,3801.05,1,Champions
407,3,1396.05,0,At-Risk
422,4,987.48,0,At-Risk
52,12,9957.42,1,Champions
544,2,664.1999999999999,0,At-Risk
4,56,22992.260000000002,1,Champions
22,5,2145.34,2,Potential Loyalists
263,2,819.45,0,At-Risk
60,4,946.8,2,Potential Loyalists
680,1,422.7,0,At-Risk
379,3,910.35,0,At-Risk
19,5,1111.15,2,Potential Loyalists
66,3,1557.6000000000001,2,Potential Loyalists
88,2,955.94,2,Potential Loyalists
250,1,535.34,0,At-Risk
3,12,4910.83,1,Champions
247,1,175.2,0,At-Risk
9,19,6805.4400000000005,1,Champions
157,4,946.38,2,Potential Loyalists
134,5,2398.91,2,Potential Loyalists
296,2,386.62,0,At-Risk
5,3,422.22,2,Potential Loyalists
43,10,4395.59,1,Champions
269,1,1829.04,0,At-Risk
50,11,5133.49,1,Champions
382,5,796.9,0,At-Risk
9,20,6218.18,1,Champions
16,3,656.69,2,Potential Loyalists
522,9,628.32,2,Potential Loyalists
282,4,1232.79,2,Potential Loyalists
65,2,1025.44,2,Potential Loyalists
2,43,12831.8,1,Champions
252,1,37.4,0,At-Risk
232,6,2849.58,2,Potential Loyalists
17,3,822.48,2,Potential Loyalists
505,1,79.9,0,At-Risk
428,2,435.83,0,At-Risk
414,5,1386.1200000000001,2,Potential Loyalists
11,66,10636.47,1,Champions
8,4,1822.97,2,Potential Loyalists
51,20,6869.0,1,Champions
59,1,73.2,0,At-Risk
95,8,1884.55,2,Potential Loyalists
16,6,1418.32,2,Potential Loyalists
126,7,2246.75,2,Potential Loyalists
94,7,1836.44,2,Potential Loyalists
421,4,2052.69,2,Potential Loyalists
50,8,2247.31,2,Potential Loyalists
138,2,612.6,0,At-Risk
61,1,215.83,0,At-Risk
100,13,16249.87,1,Champions
73,1,305.54,0,At-Risk
72,9,9971.65,1,Champions
67,4,1077.81,2,Potential Loyalists
64,6,1158.79,2,Potential Loyalists
17,3,644.72,2,Potential Loyalists
23,26,9026.11,1,Champions
32,15,6911.4400000000005,1,Champions
45,5,1087.66,2,Potential Loyalists
16,2,215.48,2,Potential Loyalists
40,8,2723.55,2,Potential Loyalists
3,24,15688.02,1,Champions
736,1,351.3,0,At-Risk
237,2,630.43,0,At-Risk
375,1,308.59999999999997,0,At-Risk
723,1,323.25,0,At-Risk
489,1,93.3,0,At-Risk
469,9,2016.71,2,Potential Loyalists
75,2,1030.0410000000002,2,Potential Loyalists
392,7,942.75,2,Potential Loyalists
4,12,5643.45,1,Champions
3,5,2112.12,2,Potential Loyalists
361,9,2501.9900000000002,2,Potential Loyalists
59,6,1114.54,2,Potential Loyalists
23,3,944.24,2,Potential Loyalists
31,7,1830.61,2,Potential Loyalists
55,13,2602.32,1,Champions
25,1,394.38,2,Potential Loyalists
45,10,3440.45,1,Champions
89,9,4146.78,2,Potential Loyalists
2,35,38489.51,1,Champions
89,3,1090.59,2,Potential Loyalists
19,4,1293.71,2,Potential Loyalists
79,1,159.0,0,At-Risk
171,4,2038.25,2,Potential Loyalists
81,1,242.35,0,At-Risk
267,1,914.9300000000001,0,At-Risk
235,2,304.25,0,At-Risk
30,13,4439.97,1,Champions
501,1,40.8,0,At-Risk
37,9,2235.5099999999998,2,Potential Loyalists
318,2,1345.22,0,At-Risk
375,2,1102.3500000000001,0,At-Risk
57,5,1616.54,2,Potential Loyalists
45,15,2867.4100000000003,1,Champions
203,5,672.1700000000001,2,Potential Loyalists
225,3,1027.22,2,Potential Loyalists
385,3,890.8100000000001,0,At-Risk
87,6,2867.86,2,Potential Loyalists
190,2,542.03,0,At-Risk
379,4,1078.22,2,Potential Loyalists
44,7,2712.97,2,Potential Loyalists
71,9,1965.71,2,Potential Loyalists
476,3,333.18,0,At-Risk
41,9,2053.71,2,Potential Loyalists
78,1,432.2,0,At-Risk
437,1,136.65,0,At-Risk
423,1,63.66,0,At-Risk
57,6,1492.2,2,Potential Loyalists
24,2,3718.8,2,Potential Loyalists
10,16,4329.31,1,Champions
8,14,7474.4,1,Champions
34,2,409.1,2,Potential Loyalists
212,2,2579.38,2,Potential Loyalists
24,3,1413.66,2,Potential Loyalists
460,2,827.25,0,At-Risk
170,1,114.56,0,At-Risk
62,1,152.94,0,At-Risk
53,5,1800.07,2,Potential Loyalists
261,3,791.38,0,At-Risk
512,1,128.31,0,At-Risk
383,1,295.09000000000003,0,At-Risk
67,7,7310.15,1,Champions
378,3,985.14,0,At-Risk
17,15,4906.8,1,Champions
267,3,1629.37,2,Potential Loyalists
177,1,46.95,0,At-Risk
45,15,11942.52,1,Champions
410,3,361.94,0,At-Risk
51,1,1035.45,2,Potential Loyalists
17,6,1059.45,2,Potential Loyalists
378,1,755.15,0,At-Risk
423,1,351.01,0,At-Risk
438,2,837.53,0,At-Risk
9,12,6935.17,1,Champions
74,14,1757.95,1,Champions
591,1,186.66,0,At-Risk
71,2,667.65,2,Potential Loyalists
438,1,717.57,0,At-Risk
353,1,1141.24,0,At-Risk
3,10,3463.02,1,Champions
117,1,411.7,0,At-Risk
648,2,336.03999999999996,0,At-Risk
373,1,715.9,0,At-Risk
197,3,2151.11,2,Potential Loyalists
177,3,2629.3900000000003,2,Potential Loyalists
734,1,188.69,0,At-Risk
100,3,1117.84,2,Potential Loyalists
21,9,5705.08,1,Champions
725,1,238.05,0,At-Risk
72,3,3424.02,2,Potential Loyalists
340,3,1307.58,0,At-Risk
6,8,4403.82,1,Champions
31,3,1029.77,2,Potential Loyalists
646,1,176.9,0,At-Risk
477,2,328.95,0,At-Risk
170,5,1006.98,2,Potential Loyalists
470,1,129.85,0,At-Risk
462,1,136.31,0,At-Risk
465,4,2069.3,2,Potential Loyalists
682,1,117.72,0,At-Risk
122,5,1253.76,2,Potential Loyalists
22,15,4657.95,1,Champions
477,1,126.05000000000001,0,At-Risk
10,4,1328.55,2,Potential Loyalists
626,4,1313.67,0,At-Risk
269,1,301.9,0,At-Risk
23,7,1085.7,2,Potential Loyalists
477,1,193.65,0,At-Risk
430,3,1392.43,0,At-Risk
737,1,107.33,0,At-Risk
127,1,233.22,0,At-Risk
26,7,7928.27,1,Champions
695,1,381.66,0,At-Risk
139,1,361.21999999999997,0,At-Risk
214,7,1192.82,2,Potential Loyalists
429,3,1194.92,0,At-Risk
38,7,5120.0,1,Champions
106,2,706.57,2,Potential Loyalists
414,2,460.08,0,At-Risk
18,2,616.26,2,Potential Loyalists
432,1,171.15,0,At-Risk
3,2,274.15000000000003,2,Potential Loyalists
390,3,1491.4,0,At-Risk
331,2,402.71,0,At-Risk
64,13,5744.91,1,Champions
120,5,2192.51,2,Potential Loyalists
35,1,328.15,0,At-Risk
218,1,404.40000000000003,0,At-Risk
172,6,5628.99,2,Potential Loyalists
72,7,604.5500000000001,2,Potential Loyalists
1,2,326.75,2,Potential Loyalists
196,2,353.66,0,At-Risk
128,3,428.68,0,At-Risk
47,12,3597.5,1,Champions
6,24,4826.99,1,Champions
14,16,10731.34,1,Champions
